Meta Data
Label,Value,


Analytical Results
Table: General
Label,Value,Units
M Cursor Pos,464.788,µm
M Cursor Width,0,µm
R Cursor Pos,56.33,µm
R Cursor Width,0,µm
Type,Two-Points Cursors,


Data Leveling Position
R Cursor Position,56.3295348456707 µm
R Cursor Width,0 µm
M Cursor Position,464.787889231603 µm
M Cursor Width,0 µm


Data
Lateral(µm),Height Data(nm),,
0,181.166159879091,,
0.0277746916991515,181.097171268767,,
0.055549383398303,180.869760233573,,
0.0833240750974545,181.101272578521,,
0.111098766796606,181.232690711342,,
0.138873458495758,180.965810411127,,
0.166648150194909,180.75489232688,,
0.194422841894061,180.83408381804,,
0.222197533593212,181.000574464675,,
0.249972225292364,180.742018704662,,
0.277746916991515,180.577070836411,,
0.305521608690667,180.943171058156,,
0.333296300389818,181.165892068162,,
0.36107099208897,180.723037753347,,
0.388845683788121,180.711336970461,,
0.416620375487273,181.00642194044,,
0.444395067186424,181.242808648308,,
0.472169758885576,180.988446442814,,
0.499944450584727,180.691669116164,,
0.527719142283879,180.962268201094,,
0.55549383398303,181.322753849078,,
0.583268525682182,181.173082456167,,
0.611043217381333,180.923559383294,,
0.638817909080485,181.14906156662,,
0.666592600779636,181.22685965665,,
0.694367292478788,180.916690649994,,
0.722141984177939,180.76841011819,,
0.749916675877091,180.872239836492,,
0.777691367576242,181.103890704439,,
0.805466059275394,181.014968302702,,
0.833240750974545,180.434595389742,,
0.861015442673697,180.65479288183,,
0.888790134372848,180.886956966652,,
0.916564826072,180.584775214561,,
0.944339517771151,180.360562399608,,
0.972114209470303,180.437427087545,,
0.999888901169454,180.688039787624,,
1.02766359286861,180.797905993005,,
1.05543828456776,180.453899373257,,
1.08321297626691,180.427738800595,,
1.11098766796606,180.9894854062,,
1.13876235966521,180.676832115662,,
1.16653705136436,180.304246259846,,
1.19431174306351,180.744929228739,,
1.22208643476267,180.973118374645,,
1.24986112646182,180.663827081518,,
1.27763581816097,180.628740420389,,
1.30541050986012,180.675419183788,,
1.33318520155927,181.014882961369,,
1.36095989325842,180.919630646644,,
1.38873458495758,180.518130870909,,
1.41650927665673,180.512534170744,,
1.44428396835588,180.845771162613,,
1.47205866005503,180.738668902856,,
1.49983335175418,180.313806043299,,
1.52760804345333,180.303711854489,,
1.55538273515248,180.539214180235,,
1.58315742685164,180.690071906834,,
1.61093211855079,180.514739867354,,
1.63870681024994,180.509031269357,,
1.66648150194909,180.929922318437,,
1.69425619364824,180.630512710254,,
1.72203088534739,180.278375130655,,
1.74980557704654,180.671452281631,,
1.7775802687457,180.909635543167,,
1.80535496044485,180.587923032882,,
1.833129652144,180.414070935046,,
1.86090434384315,180.356371099515,,
1.8886790355423,180.525087725312,,
1.91645372724145,180.760625568383,,
1.94422841894061,180.52135697455,,
1.97200311063976,180.594419928738,,
1.99977780233891,180.99451600872,,
2.02755249403806,180.664437887723,,
2.05532718573721,180.579779976892,,
2.08310187743636,180.985504434315,,
2.11087656913551,180.728502137959,,
2.13865126083467,180.712962205923,,
2.16642595253382,180.802209592247,,
2.19420064423297,180.465316261024,,
2.22197533593212,180.591665512883,,
2.24975002763127,180.893970923472,,
2.27752471933042,180.488602487309,,
2.30529941102958,180.372110886287,,
2.33307410272873,180.504178556806,,
2.36084879442788,180.364209742101,,
2.38862348612703,180.464129781947,,
2.41639817782618,180.44673075709,,
2.44417286952533,180.420247698629,,
2.47194756122448,180.876868416834,,
2.49972225292364,180.729059170382,,
2.52749694462279,180.159591293393,,
2.55527163632194,180.326220861007,,
2.58304632802109,180.724482455982,,
2.61082101972024,180.468469613672,,
2.63859571141939,180.534501351595,,
2.66637040311854,180.527257273779,,
2.6941450948177,180.360188149968,,
2.72191978651685,180.623473894818,,
2.749694478216,180.429490798462,,
2.77746916991515,180.3479542488,,
2.8052438616143,180.718521186332,,
2.83301855331345,180.622530372897,,
2.86079324501261,180.200282060253,,
2.88856793671176,180.16877168063,,
2.91634262841091,180.297816411668,,
2.94411732011006,180.482517710966,,
2.97189201180921,180.39521089694,,
2.99966670350836,180.084052007986,,
3.02744139520751,180.240747409719,,
3.05521608690667,180.494947050852,,
3.08299077860582,180.241973711272,,
3.11076547030497,180.191521666203,,
3.13854016200412,180.63704299057,,
3.16631485370327,180.288945809666,,
3.19408954540242,180.023071991634,,
3.22186423710157,180.027210987908,,
3.24963892880073,179.963991746674,,
3.27741362049988,180.020434069511,,
3.30518831219903,179.892728856483,,
3.33296300389818,179.564871409527,,
3.36073769559733,179.917701167295,,
3.38851238729648,180.026657195519,,
3.41628707899563,179.453970060664,,
3.44406177069479,179.537802494819,,
3.47183646239394,179.971732554707,,
3.49961115409309,179.837621425079,,
3.52738584579224,179.63676066042,,
3.55516053749139,179.69894507451,,
3.58293522919054,179.556637852154,,
3.6107099208897,179.821658866135,,
3.63848461258885,179.879231445524,,
3.666259304288,179.606122855048,,
3.69403399598715,179.906743362337,,
3.7218086876863,180.159060598747,,
3.74958337938545,179.749765447202,,
3.7773580710846,179.828929806369,,
3.80513276278376,180.092199626863,,
3.83290745448291,179.861113894857,,
3.86068214618206,179.733713571613,,
3.88845683788121,179.692288742046,,
3.91623152958036,179.615236036358,,
3.94400622127951,180.079906336523,,
3.97178091297866,179.894740161374,,
3.99955560467782,179.498867505217,,
4.02733029637697,179.672722838404,,
4.05510498807612,179.81867424812,,
4.08287967977527,179.420601808606,,
4.11065437147442,179.417490057088,,
4.13842906317357,179.827067690423,,
4.16620375487273,179.777037144156,,
4.19397844657188,179.701373034788,,
4.22175313827103,179.698671368253,,
